date,F_t,d_t,cv_5pct,cv_10pct
2020-11-01,,-0.01216214436423703,2.882,2.587
2020-12-01,,-0.023965157666250403,2.882,2.587
2021-01-01,,0.01591426349109347,2.882,2.587
2021-02-01,,-0.3600166795160117,2.882,2.587
2021-03-01,,0.4669117672662243,2.882,2.587
2021-04-01,,0.006122812445774076,2.882,2.587
2021-05-01,,-0.06490491185971103,2.882,2.587
2021-06-01,,0.22034675169800388,2.882,2.587
2021-07-01,,-0.0004835552942050736,2.882,2.587
2021-08-01,0.3259791162369914,-0.007842664984702272,2.882,2.587
2021-09-01,0.4198928048384395,0.010627550617789583,2.882,2.587
2021-10-01,0.40490444858872976,-0.14337755685910208,2.882,2.587
2021-11-01,0.5437310674746298,0.0014706591224665395,2.882,2.587
2021-12-01,1.2869220300475517,0.04869783393537397,2.882,2.587
2022-01-01,-0.11762677388648456,0.11456740127620191,2.882,2.587
2022-02-01,-0.022404561934347856,-0.12841016049598292,2.882,2.587
2022-03-01,0.23182494401141582,-0.05824935421811539,2.882,2.587
2022-04-01,-0.561092877492373,0.0165104479564827,2.882,2.587
2022-05-01,-0.4267999666339814,0.01715385518512999,2.882,2.587
2022-06-01,-1.460912974452971,-0.028643907394918514,2.882,2.587
2022-07-01,-0.7724250258493698,0.05925023673745179,2.882,2.587
2022-08-01,-0.43612109593230364,-0.12802296008770953,2.882,2.587
2022-09-01,-0.4408505836950757,0.028469270582529294,2.882,2.587
2022-10-01,-0.6868564324749025,0.035847279286016054,2.882,2.587
2022-11-01,-1.0649783843745704,0.014455106820535416,2.882,2.587
2022-12-01,-1.0016139691900483,-0.027169652396591616,2.882,2.587
2023-01-01,-0.5290091848829832,0.04143718036037414,2.882,2.587
2023-02-01,-0.5513963941814498,-0.3306503080735763,2.882,2.587
2023-03-01,-0.5074957113573052,0.2255452339883528,2.882,2.587
2023-04-01,-0.40293568421769455,-0.03839727118701963,2.882,2.587
2023-05-01,-0.5532279910369262,-5.692868248695155e-06,2.882,2.587
2023-06-01,-0.4403282136149782,-0.028095096460289487,2.882,2.587
2023-07-01,-0.5469052091907044,-0.0034667547299487796,2.882,2.587
2023-08-01,-0.6551918866527356,-0.10863039042563027,2.882,2.587
2023-09-01,-0.7187920645363626,0.08927846467708356,2.882,2.587
2023-10-01,-0.4467739614262396,0.009522079940285862,2.882,2.587
2023-11-01,-0.5827317882915949,0.030857846765646797,2.882,2.587
2023-12-01,0.4868680394839321,0.003995442141389083,2.882,2.587
2024-01-01,-0.10016286263039689,0.012335146247459466,2.882,2.587
2024-02-01,0.021076316335777622,-0.09278028276011056,2.882,2.587
2024-03-01,0.10822355290928601,-0.004799693727138787,2.882,2.587
2024-04-01,-0.4588179774435203,0.002044622453406003,2.882,2.587
2024-05-01,-0.7699205790410327,-0.005398258689242947,2.882,2.587
2024-06-01,-0.06883289351171334,0.057743236309528656,2.882,2.587
2024-07-01,-0.5943328133139784,-0.0010032737467196573,2.882,2.587
2024-08-01,-0.9300018794622626,0.0032348638968357907,2.882,2.587
2024-09-01,-0.8238447215838962,0.04229827693524929,2.882,2.587
2024-10-01,,-0.0005513749298559634,2.882,2.587
2024-11-01,,0.027198098039801624,2.882,2.587
2024-12-01,,-0.20510219197372082,2.882,2.587
2025-01-01,,-0.10058021991332894,2.882,2.587
2025-02-01,,0.1102204137448628,2.882,2.587
2025-03-01,,-0.0747610448079904,2.882,2.587
2025-04-01,,-0.0952600273167361,2.882,2.587
2025-05-01,,0.0639957549755078,2.882,2.587
2025-06-01,,0.008354295518965209,2.882,2.587
